databaseA,databaseB,descriptionA,descriptionB,label,,
takes-semester,ysAp-ddrId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,ddrId: identifier of the person who booked the room,0
takes-semester,ysAp-yy,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,yy: reason for booking the room,0
takes-semester,YX-yxmc,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,yxmc: name of a department,0
takes-semester,YX-jzId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,jzId: identifier of a building,0
takes-semester,YX-ys,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,ys: budget for the department,0
takes-semester,KC-kcId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,kcId: identifier of a course,0
takes-semester,KC-mc,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,mc: name of a course,0
takes-semester,KC-yxmc,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,yxmc: name of the department offering the course,0
takes-semester,KC-xf,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xf: credits for the course.,0
takes-semester,KC-yy,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,yy: language of instruction for the course,0
takes-semester,JS-jsId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,jsId: a unique identifier for each teacher,0
takes-semester,JS-xm,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xm: the name of the teacher,0
takes-semester,JS-yxmc,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,yxmc: the name of the school where the teacher works,0
takes-semester,JS-gn,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,gn: the teacher's expertise or specialty,0
takes-semester,JS-zj,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,zj: the teacher's rank or seniority,0
takes-semester,PXK-pxkId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,pxkId: a unique identifier for each course offering,0
takes-semester,PXK-kcId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,kcId: the identifier of the course being offered,0
takes-semester,PXK-khId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,khId: the identifier of the class section,0
takes-semester,PXK-xq,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xq: the academic term or semester when the course is offered,1
takes-semester,PXK-nf,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,nf: the academic year when the course is offered,0
takes-semester,KCM-pxkId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,pxkId: the identifier of the course offering,0
takes-semester,KCM-jzId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,jzId: the identifier of the building where the course is held,0
takes-semester,KCM-fjh,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,fjh: the room number or identifier where the course is held,0
takes-semester,KCM-scId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,scId: the identifier of the timeslot when the course is held,0
takes-semester,JX-jsId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,jsId: the identifier of the teacher who instructs the course,0
takes-semester,JX-pxkId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,pxkId: the identifier of the course offering being instructed,0
takes-semester,JX-khr,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,khr: the date when the course instruction starts,0
takes-semester,JX-scId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,scId: the identifier of the timeslot when the course instruction is held,0
takes-semester,JX-khjzId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,khjzId: the identifier of the building where the course instruction is held,0
takes-semester,JX-khfjh,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,khfjh: the room number or identifier where the course instruction is held,0
takes-semester,XS-xsId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xsId: a unique identifier for each student,0
takes-semester,XS-xm,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xm: the name of the student,0
takes-semester,XS-yxmc,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,yxmc: the name of the school where the student is enrolled,0
takes-semester,XS-zxf,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,zxf: the total credits that the student has taken or is taking,0
takes-semester,XS-zym,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,zym: the name of the student's major,0
takes-semester,XS-zzcj,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,zzcj: the final grade of the student in the course,0
takes-semester,XS-jsId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,jsId: the identifier of the teacher who instructs the course,0
takes-semester,ZY-zym,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,zym: the name of the major,0
takes-semester,ZY-yxmc,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,yxmc: the name of the school that offers the major,0
takes-semester,ZY-xxnf,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xxnf: the academic year when the major is offered,0
takes-semester,XX-xsId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xsId: the identifier of the student who takes the course,0
takes-semester,XX-pxkId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,pxkId: the identifier of the course offering being taken,0
takes-semester,XX-cj,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,cj: the grade of the student in the course,0
takes-semester,SJ-scId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,scId: a unique identifier for each timeslot,0
takes-semester,SJ-xq,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xq: the academic term or semester when the timeslot is offered,0
takes-semester,SJ-kssj,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,kssj: the start time of the timeslot,0
takes-semester,SJ-jssj,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,jssj: the end time of the timeslot,0
takes-semester,XQ-kcId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,kcId: the identifier of the course being taken,0
takes-semester,XQ-xykcId,semester: represents the semester in which the course is being taken (e.g.，Spring，Fall).,xykcId: the identifier of the course that serves as a prerequisite for the course,0
takes-year,JZ-jzId,year: represents the year in which the course is being taken.,jzId: identifier of a building,0,,
takes-year,JZ-jzName,year: represents the year in which the course is being taken.,jzName: the name of a building,0,,
takes-year,JZ-wz,year: represents the year in which the course is being taken.,wz: location of the building,0,,
takes-year,FJ-jzId,year: represents the year in which the course is being taken.,jzId: identifier of a building,0,,
takes-year,FJ-fjh,year: represents the year in which the course is being taken.,fjh: room number,0,,
takes-year,FJ-rs,year: represents the year in which the course is being taken.,rs: number of occupants in the room.,0,,
takes-year,ysAp-jzId,year: represents the year in which the course is being taken.,jzId: identifier of a building,0,,
takes-year,ysAp-fjh,year: represents the year in which the course is being taken.,fjh: room number,0,,
takes-year,ysAp-sj,year: represents the year in which the course is being taken.,sj: time of an event,0,,
takes-year,ysAp-scId,year: represents the year in which the course is being taken.,scId: identifier of a time slot,0,,
takes-year,ysAp-ddrId,year: represents the year in which the course is being taken.,ddrId: identifier of the person who booked the room,0,,
takes-year,ysAp-yy,year: represents the year in which the course is being taken.,yy: reason for booking the room,0,,
takes-year,YX-yxmc,year: represents the year in which the course is being taken.,yxmc: name of a department,0,,
takes-year,YX-jzId,year: represents the year in which the course is being taken.,jzId: identifier of a building,0,,
takes-year,YX-ys,year: represents the year in which the course is being taken.,ys: budget for the department,0,,
takes-year,KC-kcId,year: represents the year in which the course is being taken.,kcId: identifier of a course,0,,
takes-year,KC-mc,year: represents the year in which the course is being taken.,mc: name of a course,0,,
takes-year,KC-yxmc,year: represents the year in which the course is being taken.,yxmc: name of the department offering the course,0,,
takes-year,KC-xf,year: represents the year in which the course is being taken.,xf: credits for the course.,0,,
takes-year,KC-yy,year: represents the year in which the course is being taken.,yy: language of instruction for the course,0,,
takes-year,JS-jsId,year: represents the year in which the course is being taken.,jsId: a unique identifier for each teacher,0,,
takes-year,JS-xm,year: represents the year in which the course is being taken.,xm: the name of the teacher,0,,
takes-year,JS-yxmc,year: represents the year in which the course is being taken.,yxmc: the name of the school where the teacher works,0,,
takes-year,JS-gn,year: represents the year in which the course is being taken.,gn: the teacher's expertise or specialty,0,,
takes-year,JS-zj,year: represents the year in which the course is being taken.,zj: the teacher's rank or seniority,0,,
takes-year,PXK-pxkId,year: represents the year in which the course is being taken.,pxkId: a unique identifier for each course offering,0,,
takes-year,PXK-kcId,year: represents the year in which the course is being taken.,kcId: the identifier of the course being offered,0,,
takes-year,PXK-khId,year: represents the year in which the course is being taken.,khId: the identifier of the class section,0,,
takes-year,PXK-xq,year: represents the year in which the course is being taken.,xq: the academic term or semester when the course is offered,0,,
takes-year,PXK-nf,year: represents the year in which the course is being taken.,nf: the academic year when the course is offered,1,,
takes-year,KCM-pxkId,year: represents the year in which the course is being taken.,pxkId: the identifier of the course offering,0,,
takes-year,KCM-jzId,year: represents the year in which the course is being taken.,jzId: the identifier of the building where the course is held,0,,
takes-year,KCM-fjh,year: represents the year in which the course is being taken.,fjh: the room number or identifier where the course is held,0,,
takes-year,KCM-scId,year: represents the year in which the course is being taken.,scId: the identifier of the timeslot when the course is held,0,,
takes-year,JX-jsId,year: represents the year in which the course is being taken.,jsId: the identifier of the teacher who instructs the course,0,,
takes-year,JX-pxkId,year: represents the year in which the course is being taken.,pxkId: the identifier of the course offering being instructed,0,,
takes-year,JX-khr,year: represents the year in which the course is being taken.,khr: the date when the course instruction starts,0,,
takes-year,JX-scId,year: represents the year in which the course is being taken.,scId: the identifier of the timeslot when the course instruction is held,0,,
takes-year,JX-khjzId,year: represents the year in which the course is being taken.,khjzId: the identifier of the building where the course instruction is held,0,,
takes-year,JX-khfjh,year: represents the year in which the course is being taken.,khfjh: the room number or identifier where the course instruction is held,0,,
takes-year,XS-xsId,year: represents the year in which the course is being taken.,xsId: a unique identifier for each student,0,,
takes-year,XS-xm,year: represents the year in which the course is being taken.,xm: the name of the student,0,,
takes-year,XS-yxmc,year: represents the year in which the course is being taken.,yxmc: the name of the school where the student is enrolled,0,,
takes-year,XS-zxf,year: represents the year in which the course is being taken.,zxf: the total credits that the student has taken or is taking,0,,
takes-year,XS-zym,year: represents the year in which the course is being taken.,zym: the name of the student's major,0,,
takes-year,XS-zzcj,year: represents the year in which the course is being taken.,zzcj: the final grade of the student in the course,0,,
takes-year,XS-jsId,year: represents the year in which the course is being taken.,jsId: the identifier of the teacher who instructs the course,0,,
takes-year,ZY-zym,year: represents the year in which the course is being taken.,zym: the name of the major,0,,
takes-year,ZY-yxmc,year: represents the year in which the course is being taken.,yxmc: the name of the school that offers the major,0,,
takes-year,ZY-xxnf,year: represents the year in which the course is being taken.,xxnf: the academic year when the major is offered,0,,
takes-year,XX-xsId,year: represents the year in which the course is being taken.,xsId: the identifier of the student who takes the course,0,,
takes-year,XX-pxkId,year: represents the year in which the course is being taken.,pxkId: the identifier of the course offering being taken,0,,
takes-year,XX-cj,year: represents the year in which the course is being taken.,cj: the grade of the student in the course,0,,
takes-year,SJ-scId,year: represents the year in which the course is being taken.,scId: a unique identifier for each timeslot,0,,
takes-year,SJ-xq,year: represents the year in which the course is being taken.,xq: the academic term or semester when the timeslot is offered,0,,
takes-year,SJ-kssj,year: represents the year in which the course is being taken.,kssj: the start time of the timeslot,0,,
takes-year,SJ-jssj,year: represents the year in which the course is being taken.,jssj: the end time of the timeslot,0,,
takes-year,XQ-kcId,year: represents the year in which the course is being taken.,kcId: the identifier of the course being taken,0,,
takes-year,XQ-xykcId,year: represents the year in which the course is being taken.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
takes-grade,JZ-jzId,grade: represents the grade earned by the student in the course.,jzId: identifier of a building,0,,
takes-grade,JZ-jzName,grade: represents the grade earned by the student in the course.,jzName: the name of a building,0,,
takes-grade,JZ-wz,grade: represents the grade earned by the student in the course.,wz: location of the building,0,,
takes-grade,FJ-jzId,grade: represents the grade earned by the student in the course.,jzId: identifier of a building,0,,
takes-grade,FJ-fjh,grade: represents the grade earned by the student in the course.,fjh: room number,0,,
takes-grade,FJ-rs,grade: represents the grade earned by the student in the course.,rs: number of occupants in the room.,0,,
takes-grade,ysAp-jzId,grade: represents the grade earned by the student in the course.,jzId: identifier of a building,0,,
takes-grade,ysAp-fjh,grade: represents the grade earned by the student in the course.,fjh: room number,0,,
takes-grade,ysAp-sj,grade: represents the grade earned by the student in the course.,sj: time of an event,0,,
takes-grade,ysAp-scId,grade: represents the grade earned by the student in the course.,scId: identifier of a time slot,0,,
takes-grade,ysAp-ddrId,grade: represents the grade earned by the student in the course.,ddrId: identifier of the person who booked the room,0,,
takes-grade,ysAp-yy,grade: represents the grade earned by the student in the course.,yy: reason for booking the room,0,,
takes-grade,YX-yxmc,grade: represents the grade earned by the student in the course.,yxmc: name of a department,0,,
takes-grade,YX-jzId,grade: represents the grade earned by the student in the course.,jzId: identifier of a building,0,,
takes-grade,YX-ys,grade: represents the grade earned by the student in the course.,ys: budget for the department,0,,
takes-grade,KC-kcId,grade: represents the grade earned by the student in the course.,kcId: identifier of a course,0,,
takes-grade,KC-mc,grade: represents the grade earned by the student in the course.,mc: name of a course,0,,
takes-grade,KC-yxmc,grade: represents the grade earned by the student in the course.,yxmc: name of the department offering the course,0,,
takes-grade,KC-xf,grade: represents the grade earned by the student in the course.,xf: credits for the course.,0,,
takes-grade,KC-yy,grade: represents the grade earned by the student in the course.,yy: language of instruction for the course,0,,
takes-grade,JS-jsId,grade: represents the grade earned by the student in the course.,jsId: a unique identifier for each teacher,0,,
takes-grade,JS-xm,grade: represents the grade earned by the student in the course.,xm: the name of the teacher,0,,
takes-grade,JS-yxmc,grade: represents the grade earned by the student in the course.,yxmc: the name of the school where the teacher works,0,,
takes-grade,JS-gn,grade: represents the grade earned by the student in the course.,gn: the teacher's expertise or specialty,0,,
takes-grade,JS-zj,grade: represents the grade earned by the student in the course.,zj: the teacher's rank or seniority,0,,
takes-grade,PXK-pxkId,grade: represents the grade earned by the student in the course.,pxkId: a unique identifier for each course offering,0,,
takes-grade,PXK-kcId,grade: represents the grade earned by the student in the course.,kcId: the identifier of the course being offered,0,,
takes-grade,PXK-khId,grade: represents the grade earned by the student in the course.,khId: the identifier of the class section,0,,
takes-grade,PXK-xq,grade: represents the grade earned by the student in the course.,xq: the academic term or semester when the course is offered,0,,
takes-grade,PXK-nf,grade: represents the grade earned by the student in the course.,nf: the academic year when the course is offered,0,,
takes-grade,KCM-pxkId,grade: represents the grade earned by the student in the course.,pxkId: the identifier of the course offering,0,,
takes-grade,KCM-jzId,grade: represents the grade earned by the student in the course.,jzId: the identifier of the building where the course is held,0,,
takes-grade,KCM-fjh,grade: represents the grade earned by the student in the course.,fjh: the room number or identifier where the course is held,0,,
takes-grade,KCM-scId,grade: represents the grade earned by the student in the course.,scId: the identifier of the timeslot when the course is held,0,,
takes-grade,JX-jsId,grade: represents the grade earned by the student in the course.,jsId: the identifier of the teacher who instructs the course,0,,
takes-grade,JX-pxkId,grade: represents the grade earned by the student in the course.,pxkId: the identifier of the course offering being instructed,0,,
takes-grade,JX-khr,grade: represents the grade earned by the student in the course.,khr: the date when the course instruction starts,0,,
takes-grade,JX-scId,grade: represents the grade earned by the student in the course.,scId: the identifier of the timeslot when the course instruction is held,0,,
takes-grade,JX-khjzId,grade: represents the grade earned by the student in the course.,khjzId: the identifier of the building where the course instruction is held,0,,
takes-grade,JX-khfjh,grade: represents the grade earned by the student in the course.,khfjh: the room number or identifier where the course instruction is held,0,,
takes-grade,XS-xsId,grade: represents the grade earned by the student in the course.,xsId: a unique identifier for each student,0,,
takes-grade,XS-xm,grade: represents the grade earned by the student in the course.,xm: the name of the student,0,,
takes-grade,XS-yxmc,grade: represents the grade earned by the student in the course.,yxmc: the name of the school where the student is enrolled,0,,
takes-grade,XS-zxf,grade: represents the grade earned by the student in the course.,zxf: the total credits that the student has taken or is taking,0,,
takes-grade,XS-zym,grade: represents the grade earned by the student in the course.,zym: the name of the student's major,0,,
takes-grade,XS-zzcj,grade: represents the grade earned by the student in the course.,zzcj: the final grade of the student in the course,0,,
takes-grade,XS-jsId,grade: represents the grade earned by the student in the course.,jsId: the identifier of the teacher who instructs the course,0,,
takes-grade,ZY-zym,grade: represents the grade earned by the student in the course.,zym: the name of the major,0,,
takes-grade,ZY-yxmc,grade: represents the grade earned by the student in the course.,yxmc: the name of the school that offers the major,0,,
takes-grade,ZY-xxnf,grade: represents the grade earned by the student in the course.,xxnf: the academic year when the major is offered,0,,
takes-grade,XX-xsId,grade: represents the grade earned by the student in the course.,xsId: the identifier of the student who takes the course,0,,
takes-grade,XX-pxkId,grade: represents the grade earned by the student in the course.,pxkId: the identifier of the course offering being taken,0,,
takes-grade,XX-cj,grade: represents the grade earned by the student in the course.,cj: the grade of the student in the course,1,,
takes-grade,SJ-scId,grade: represents the grade earned by the student in the course.,scId: a unique identifier for each timeslot,0,,
takes-grade,SJ-xq,grade: represents the grade earned by the student in the course.,xq: the academic term or semester when the timeslot is offered,0,,
takes-grade,SJ-kssj,grade: represents the grade earned by the student in the course.,kssj: the start time of the timeslot,0,,
takes-grade,SJ-jssj,grade: represents the grade earned by the student in the course.,jssj: the end time of the timeslot,0,,
takes-grade,XQ-kcId,grade: represents the grade earned by the student in the course.,kcId: the identifier of the course being taken,0,,
takes-grade,XQ-xykcId,grade: represents the grade earned by the student in the course.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
advisor-s_ID,JZ-jzId,s_ID: represents the unique identifier of the student.,jzId: identifier of a building,0,,
advisor-s_ID,JZ-jzName,s_ID: represents the unique identifier of the student.,jzName: the name of a building,0,,
advisor-s_ID,JZ-wz,s_ID: represents the unique identifier of the student.,wz: location of the building,0,,
advisor-s_ID,FJ-jzId,s_ID: represents the unique identifier of the student.,jzId: identifier of a building,0,,
advisor-s_ID,FJ-fjh,s_ID: represents the unique identifier of the student.,fjh: room number,0,,
advisor-s_ID,FJ-rs,s_ID: represents the unique identifier of the student.,rs: number of occupants in the room.,0,,
advisor-s_ID,ysAp-jzId,s_ID: represents the unique identifier of the student.,jzId: identifier of a building,0,,
advisor-s_ID,ysAp-fjh,s_ID: represents the unique identifier of the student.,fjh: room number,0,,
advisor-s_ID,ysAp-sj,s_ID: represents the unique identifier of the student.,sj: time of an event,0,,
advisor-s_ID,ysAp-scId,s_ID: represents the unique identifier of the student.,scId: identifier of a time slot,0,,
advisor-s_ID,ysAp-ddrId,s_ID: represents the unique identifier of the student.,ddrId: identifier of the person who booked the room,0,,
advisor-s_ID,ysAp-yy,s_ID: represents the unique identifier of the student.,yy: reason for booking the room,0,,
advisor-s_ID,YX-yxmc,s_ID: represents the unique identifier of the student.,yxmc: name of a department,0,,
advisor-s_ID,YX-jzId,s_ID: represents the unique identifier of the student.,jzId: identifier of a building,0,,
advisor-s_ID,YX-ys,s_ID: represents the unique identifier of the student.,ys: budget for the department,0,,
advisor-s_ID,KC-kcId,s_ID: represents the unique identifier of the student.,kcId: identifier of a course,0,,
advisor-s_ID,KC-mc,s_ID: represents the unique identifier of the student.,mc: name of a course,0,,
advisor-s_ID,KC-yxmc,s_ID: represents the unique identifier of the student.,yxmc: name of the department offering the course,0,,
advisor-s_ID,KC-xf,s_ID: represents the unique identifier of the student.,xf: credits for the course.,0,,
advisor-s_ID,KC-yy,s_ID: represents the unique identifier of the student.,yy: language of instruction for the course,0,,
advisor-s_ID,JS-jsId,s_ID: represents the unique identifier of the student.,jsId: a unique identifier for each teacher,0,,
advisor-s_ID,JS-xm,s_ID: represents the unique identifier of the student.,xm: the name of the teacher,0,,
advisor-s_ID,JS-yxmc,s_ID: represents the unique identifier of the student.,yxmc: the name of the school where the teacher works,0,,
advisor-s_ID,JS-gn,s_ID: represents the unique identifier of the student.,gn: the teacher's expertise or specialty,0,,
advisor-s_ID,JS-zj,s_ID: represents the unique identifier of the student.,zj: the teacher's rank or seniority,0,,
advisor-s_ID,PXK-pxkId,s_ID: represents the unique identifier of the student.,pxkId: a unique identifier for each course offering,0,,
advisor-s_ID,PXK-kcId,s_ID: represents the unique identifier of the student.,kcId: the identifier of the course being offered,0,,
advisor-s_ID,PXK-khId,s_ID: represents the unique identifier of the student.,khId: the identifier of the class section,0,,
advisor-s_ID,PXK-xq,s_ID: represents the unique identifier of the student.,xq: the academic term or semester when the course is offered,0,,
advisor-s_ID,PXK-nf,s_ID: represents the unique identifier of the student.,nf: the academic year when the course is offered,0,,
advisor-s_ID,KCM-pxkId,s_ID: represents the unique identifier of the student.,pxkId: the identifier of the course offering,0,,
advisor-s_ID,KCM-jzId,s_ID: represents the unique identifier of the student.,jzId: the identifier of the building where the course is held,0,,
advisor-s_ID,KCM-fjh,s_ID: represents the unique identifier of the student.,fjh: the room number or identifier where the course is held,0,,
advisor-s_ID,KCM-scId,s_ID: represents the unique identifier of the student.,scId: the identifier of the timeslot when the course is held,0,,
advisor-s_ID,JX-jsId,s_ID: represents the unique identifier of the student.,jsId: the identifier of the teacher who instructs the course,0,,
advisor-s_ID,JX-pxkId,s_ID: represents the unique identifier of the student.,pxkId: the identifier of the course offering being instructed,0,,
advisor-s_ID,JX-khr,s_ID: represents the unique identifier of the student.,khr: the date when the course instruction starts,0,,
advisor-s_ID,JX-scId,s_ID: represents the unique identifier of the student.,scId: the identifier of the timeslot when the course instruction is held,0,,
advisor-s_ID,JX-khjzId,s_ID: represents the unique identifier of the student.,khjzId: the identifier of the building where the course instruction is held,0,,
advisor-s_ID,JX-khfjh,s_ID: represents the unique identifier of the student.,khfjh: the room number or identifier where the course instruction is held,0,,
advisor-s_ID,XS-xsId,s_ID: represents the unique identifier of the student.,xsId: a unique identifier for each student,1,,
advisor-s_ID,XS-xm,s_ID: represents the unique identifier of the student.,xm: the name of the student,0,,
advisor-s_ID,XS-yxmc,s_ID: represents the unique identifier of the student.,yxmc: the name of the school where the student is enrolled,0,,
advisor-s_ID,XS-zxf,s_ID: represents the unique identifier of the student.,zxf: the total credits that the student has taken or is taking,0,,
advisor-s_ID,XS-zym,s_ID: represents the unique identifier of the student.,zym: the name of the student's major,0,,
advisor-s_ID,XS-zzcj,s_ID: represents the unique identifier of the student.,zzcj: the final grade of the student in the course,0,,
advisor-s_ID,XS-jsId,s_ID: represents the unique identifier of the student.,jsId: the identifier of the teacher who instructs the course,0,,
advisor-s_ID,ZY-zym,s_ID: represents the unique identifier of the student.,zym: the name of the major,0,,
advisor-s_ID,ZY-yxmc,s_ID: represents the unique identifier of the student.,yxmc: the name of the school that offers the major,0,,
advisor-s_ID,ZY-xxnf,s_ID: represents the unique identifier of the student.,xxnf: the academic year when the major is offered,0,,
advisor-s_ID,XX-xsId,s_ID: represents the unique identifier of the student.,xsId: the identifier of the student who takes the course,1,,
advisor-s_ID,XX-pxkId,s_ID: represents the unique identifier of the student.,pxkId: the identifier of the course offering being taken,0,,
advisor-s_ID,XX-cj,s_ID: represents the unique identifier of the student.,cj: the grade of the student in the course,0,,
advisor-s_ID,SJ-scId,s_ID: represents the unique identifier of the student.,scId: a unique identifier for each timeslot,0,,
advisor-s_ID,SJ-xq,s_ID: represents the unique identifier of the student.,xq: the academic term or semester when the timeslot is offered,0,,
advisor-s_ID,SJ-kssj,s_ID: represents the unique identifier of the student.,kssj: the start time of the timeslot,0,,
advisor-s_ID,SJ-jssj,s_ID: represents the unique identifier of the student.,jssj: the end time of the timeslot,0,,
advisor-s_ID,XQ-kcId,s_ID: represents the unique identifier of the student.,kcId: the identifier of the course being taken,0,,
advisor-s_ID,XQ-xykcId,s_ID: represents the unique identifier of the student.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
advisor-i_ID,JZ-jzId,i_ID: represents the unique identifier of the instructor who is advising the student.,jzId: identifier of a building,0,,
advisor-i_ID,JZ-jzName,i_ID: represents the unique identifier of the instructor who is advising the student.,jzName: the name of a building,0,,
advisor-i_ID,JZ-wz,i_ID: represents the unique identifier of the instructor who is advising the student.,wz: location of the building,0,,
advisor-i_ID,FJ-jzId,i_ID: represents the unique identifier of the instructor who is advising the student.,jzId: identifier of a building,0,,
advisor-i_ID,FJ-fjh,i_ID: represents the unique identifier of the instructor who is advising the student.,fjh: room number,0,,
advisor-i_ID,FJ-rs,i_ID: represents the unique identifier of the instructor who is advising the student.,rs: number of occupants in the room.,0,,
advisor-i_ID,ysAp-jzId,i_ID: represents the unique identifier of the instructor who is advising the student.,jzId: identifier of a building,0,,
advisor-i_ID,ysAp-fjh,i_ID: represents the unique identifier of the instructor who is advising the student.,fjh: room number,0,,
advisor-i_ID,ysAp-sj,i_ID: represents the unique identifier of the instructor who is advising the student.,sj: time of an event,0,,
advisor-i_ID,ysAp-scId,i_ID: represents the unique identifier of the instructor who is advising the student.,scId: identifier of a time slot,0,,
advisor-i_ID,ysAp-ddrId,i_ID: represents the unique identifier of the instructor who is advising the student.,ddrId: identifier of the person who booked the room,1,,
advisor-i_ID,ysAp-yy,i_ID: represents the unique identifier of the instructor who is advising the student.,yy: reason for booking the room,0,,
advisor-i_ID,YX-yxmc,i_ID: represents the unique identifier of the instructor who is advising the student.,yxmc: name of a department,0,,
advisor-i_ID,YX-jzId,i_ID: represents the unique identifier of the instructor who is advising the student.,jzId: identifier of a building,0,,
advisor-i_ID,YX-ys,i_ID: represents the unique identifier of the instructor who is advising the student.,ys: budget for the department,0,,
advisor-i_ID,KC-kcId,i_ID: represents the unique identifier of the instructor who is advising the student.,kcId: identifier of a course,0,,
advisor-i_ID,KC-mc,i_ID: represents the unique identifier of the instructor who is advising the student.,mc: name of a course,0,,
advisor-i_ID,KC-yxmc,i_ID: represents the unique identifier of the instructor who is advising the student.,yxmc: name of the department offering the course,0,,
advisor-i_ID,KC-xf,i_ID: represents the unique identifier of the instructor who is advising the student.,xf: credits for the course.,0,,
advisor-i_ID,KC-yy,i_ID: represents the unique identifier of the instructor who is advising the student.,yy: language of instruction for the course,0,,
advisor-i_ID,JS-jsId,i_ID: represents the unique identifier of the instructor who is advising the student.,jsId: a unique identifier for each teacher,1,,
advisor-i_ID,JS-xm,i_ID: represents the unique identifier of the instructor who is advising the student.,xm: the name of the teacher,0,,
advisor-i_ID,JS-yxmc,i_ID: represents the unique identifier of the instructor who is advising the student.,yxmc: the name of the school where the teacher works,0,,
advisor-i_ID,JS-gn,i_ID: represents the unique identifier of the instructor who is advising the student.,gn: the teacher's expertise or specialty,0,,
advisor-i_ID,JS-zj,i_ID: represents the unique identifier of the instructor who is advising the student.,zj: the teacher's rank or seniority,0,,
advisor-i_ID,PXK-pxkId,i_ID: represents the unique identifier of the instructor who is advising the student.,pxkId: a unique identifier for each course offering,0,,
advisor-i_ID,PXK-kcId,i_ID: represents the unique identifier of the instructor who is advising the student.,kcId: the identifier of the course being offered,0,,
advisor-i_ID,PXK-khId,i_ID: represents the unique identifier of the instructor who is advising the student.,khId: the identifier of the class section,0,,
advisor-i_ID,PXK-xq,i_ID: represents the unique identifier of the instructor who is advising the student.,xq: the academic term or semester when the course is offered,0,,
advisor-i_ID,PXK-nf,i_ID: represents the unique identifier of the instructor who is advising the student.,nf: the academic year when the course is offered,0,,
advisor-i_ID,KCM-pxkId,i_ID: represents the unique identifier of the instructor who is advising the student.,pxkId: the identifier of the course offering,0,,
advisor-i_ID,KCM-jzId,i_ID: represents the unique identifier of the instructor who is advising the student.,jzId: the identifier of the building where the course is held,0,,
advisor-i_ID,KCM-fjh,i_ID: represents the unique identifier of the instructor who is advising the student.,fjh: the room number or identifier where the course is held,0,,
advisor-i_ID,KCM-scId,i_ID: represents the unique identifier of the instructor who is advising the student.,scId: the identifier of the timeslot when the course is held,0,,
advisor-i_ID,JX-jsId,i_ID: represents the unique identifier of the instructor who is advising the student.,jsId: the identifier of the teacher who instructs the course,1,,
